name,date,lsp_name,lsp_type,orbit,location,pad_name,Latitude,Longitude,location_launch_attempt_count,pad_launch_attempt_count,agency_launch_attempt_count,location_launch_attempt_count_year,pad_launch_attempt_count_year,agency_launch_attempt_count_year,image,landing,mission_type
Long March 2C | Haiyang 1D,2020-06-10,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,84,44,281,2,2,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_2_image_20230803100234.jpeg,,Earth Science
Falcon 9 Block 5 | Starlink 7,2020-06-04,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,799,108,97,8,5,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200603213229.png,JRTI,Communications
Long March 2D | Gaofen-9-02,2020-05-31,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,125,64,280,3,1,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Falcon 9 Block 5 | SpX-DM2 (Demonstration Mission 2),2020-05-30,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,175,118,96,4,4,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200806041959.jpeg,OCISLY,Test Flight
Long March 11 | XJS-G & XJS-H,2020-05-29,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Mobile Launcher Pad,28.242774,102.032944,144,1,279,6,1,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march252011_image_20190222031217.jpeg,,Earth Science
Soyuz 2.1b/Fregat | EKS 4 (Tundra 4) (Kosmos 2546),2020-05-22,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1637,301,112,3,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085343.jpg,,Government/Top Secret
H-IIB 304 | Kounotori 9 (HTV-9),2020-05-20,Mitsubishi Heavy Industries,Commercial,LEO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-2,30.400938,130.97564,81,9,42,2,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iib_image_20190224012244.jpeg,,Resupply
Atlas V 501 | OTV-6 (X-37B) (USSF-7),2020-05-17,United Launch Alliance,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,798,97,140,7,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520501_image_20190222030851.jpeg,,Government/Top Secret
"Kuaizhou-1A | Xingyun-2 01, 02",2020-05-12,ExPace,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,124,18,9,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Communications
Long March 5B | Maiden Flight,2020-05-05,China Aerospace Science and Technology Corporation,Government,LEO,"Wenchang Space Launch Site, People's Republic of China",101,19.614334,110.951011,7,4,278,2,1,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_5b_image_20210428182650.JPG,,Test Flight
SpaceShipTwo | VSS Unity GF08,2020-05-01,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Spaceport America,32.9902778,-106.9719162,73,1,54,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
Soyuz 2.1a | Progress MS-14 (75P),2020-04-25,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1512,385,290,4,4,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Resupply
Falcon 9 Block 5 | Starlink 6,2020-04-22,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,174,117,95,3,3,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200819201145.png,OCISLY,Communications
Qased | Noor,2020-04-22,Islamic Revolutionary Guard Corps Aerospace Force,Government,LEO,"Shahrud Missile Test Site, Islamic Republic of Iran",Launch Platform,36.200595,55.333939,1,1,1,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/qased_image_20220308095543.jpg,,Government/Top Secret
Soyuz 2.1a | Soyuz MS-16,2020-04-09,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1511,384,289,3,3,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Human Exploration
Atlas V 551 | AEHF-6,2020-03-26,United Launch Alliance,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,797,96,139,6,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520551_image_20190224012316.jpeg,,Communications
Long March 2C | Yaogan-30-06,2020-03-24,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,142,57,276,4,2,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_2_image_20230803100234.jpeg,,Government/Top Secret
Soyuz 2.1b/Fregat-M | OneWeb 3,2020-03-21,Arianespace,Commercial,PO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1510,383,286,2,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/soyuz25202.1b_image_20210520085903.jpeg,,Communications
Falcon 9 Block 5 | Starlink 5,2020-03-18,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,173,116,94,2,2,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200819201138.png,OCISLY,Communications
Soyuz 2.1b/Fregat-M | Glonass-M No. 60 (Kosmos 2545),2020-03-16,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1636,300,111,2,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085359.jpg,,Navigation
Long March 3B | Beidou-3 G2,2020-03-09,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,141,85,274,3,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20200102181012.jpg,,Navigation
Falcon 9 Block 5 | SpX CRS-20,2020-03-07,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,796,107,93,5,4,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,LZ-1,Resupply
Soyuz 2.1a/Fregat-M | Meridian-M No.19L,2020-02-20,Russian Space Forces,Government,LEO,"Plesetsk Cosmodrome, Russian Federation",43/3 (43L),62.9273,40.45,1635,221,110,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz25202.1a_image_20190726062341.png,,Communications
"Long March 2D | XJS-C, XJS-D, XJS-E, XJS-F",2020-02-19,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,140,56,273,2,1,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Ariane 5 ECA+ | JCSAT-17 & GEO-KOMPSAT-2B,2020-02-18,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,299,109,285,2,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane_5_eca25_image_20200220090552.jpeg,,Communications
Falcon 9 Block 5 | Starlink 4,2020-02-17,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,795,106,92,4,3,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200819201131.png,OCISLY,Communications
Antares 230+ | Cygnus CRS-2 NG-13 (S.S. Robert H. Lawrence.),2020-02-15,Northrop Grumman Space Systems,Commercial,LEO,"Wallops Island, Virginia, USA",Launch Area 0 A,37.8337,-75.4881,66,13,5,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/antares_230252_image_20230801170759.png,,Resupply
Atlas V 411 | Solar Orbiter,2020-02-10,United Launch Alliance,Commercial,Helio-N/A,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,794,95,138,3,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas2520v2520411_image_20190224012306.jpeg,,Heliophysics
H-IIA 202 | IGS Optical 7,2020-02-09,Mitsubishi Heavy Industries,Commercial,SSO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-1,30.400813,130.977748,80,48,41,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iia2520202_image_20190222031201.jpeg,,Government/Top Secret
Soyuz 2.1b/Fregat-M | OneWeb 2,2020-02-06,Arianespace,Commercial,PO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1509,382,284,1,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/soyuz25202.1b_image_20210520085858.jpeg,,Communications
Electron | NROL-151 (Birds of a Feather),2020-01-31,Rocket Lab,Commercial,LEO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1A,-39.262833,177.864469,11,11,11,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/electron_image_20190705175640.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink 3,2020-01-29,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,793,105,91,2,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200819201124.png,OCISLY,Communications
Falcon 9 Block 5 | Dragon In-Flight Abort Test,2020-01-19,SpaceX,Commercial,Sub,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,172,115,90,1,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,ATL,Test Flight
Ariane 5 ECA | Eutelsat Konnect & GSAT-30,2020-01-16,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,298,108,283,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Kuaizhou-1A | Yinhe-1,2020-01-16,ExPace,Commercial,PO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,123,17,8,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Communications
"Long March 2D | Jilin-1 Wideband 01, Tianqi-4, NuSat-7 & 8",2020-01-15,China Aerospace Science and Technology Corporation,Government,,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,83,43,272,1,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,
Long March 3B | TJS-5 (TJSW-5),2020-01-07,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,139,84,271,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20200102181012.jpg,,Communications
Falcon 9 Block 5 | Starlink 2,2020-01-07,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,792,104,89,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20200819201117.png,OCISLY,Communications
Long March 5  | Shijian 20,2019-12-27,China Aerospace Science and Technology Corporation,Government,GTO,"Wenchang Space Launch Site, People's Republic of China",101,19.614334,110.951011,5,3,270,1,1,26,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_5_image_20231214064353.jpeg,,Communications
"Rokot/Briz-KM | Gonets-M24, Gonets-M25, Gonets-M26 & Blits-M",2019-12-26,Russian Space Forces,Government,LEO,"Plesetsk Cosmodrome, Russian Federation",133/3 (133L),62.886999,40.846984,1634,159,109,8,2,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/rokot25202f2520briz-km_image_20190224012237.jpeg,,Communications
Proton-M/Blok DM-03 | Elektro-L No.3,2019-12-24,Khrunichev State Research and Production Space Center,Government,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",81/24 (81P),46.071001,62.984999,1508,90,184,13,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m_image_20191211081456.jpeg,,Earth Science
Atlas V N22 | CST-100 Starliner Orbital Flight Test,2019-12-20,United Launch Alliance,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,791,94,137,13,2,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_n22_image_20210813082339.jpeg,,Test Flight
Long March 4B | CBERS-4A,2019-12-20,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,82,42,269,10,6,25,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25204_image_20190430065008.jpg,,Earth Science
"Soyuz STB/Fregat | CSG-1, CHEOPS, & others",2019-12-18,Arianespace,Commercial,SSO,"Kourou, French Guiana",Soyuz Launch Complex,5.3019,-52.8346,297,22,282,9,3,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_stb_image_20211130181029.jpeg,,Dedicated Rideshare
Falcon 9 Block 5 | JCSAT-18/KACIFIC-1,2019-12-17,SpaceX,Commercial,,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,790,103,88,12,8,15,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,OCISLY,Communications
Long March 3B/YZ-1 | Beidou-3 M19 & M20,2019-12-16,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,138,55,268,13,6,24,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203b25202f2520yz-1_image_20200102180729.jpg,,Navigation
New Shepard | NS-12,2019-12-11,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,12,12,12,3,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Suborbital
PSLV-QL | RISAT-2BR1 & others,2019-12-11,Indian Space Research Organization,Government,LEO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,75,47,71,6,3,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv-ql_image_20190401092718.jpeg,,Earth Science
Soyuz 2.1b/Fregat-M | Glonass-M No. 59 (Kosmos 2544),2019-12-11,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/3 (43L),62.9273,40.45,1633,220,108,7,1,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085359.jpg,,Navigation
"Kuaizhou-1A | HEAD-2A, 2B & Tianyi-16, 17 & Tianqi-4A, 4B",2019-12-07,ExPace,Commercial,,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 16,38.868222,111.58024,81,4,7,9,2,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,
Kuaizhou-1A | Jilin-1-02B,2019-12-07,ExPace,Commercial,,"Taiyuan Satellite Launch Center, People's Republic of China",Mobile Launcher Pad,38.890002,111.608129,80,1,6,8,1,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/kuaizhou_image_20191027094423.jpeg,,Earth Science
Soyuz 2.1a | Progress MS-13 (74P),2019-12-06,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1507,381,288,12,6,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Resupply
Electron | Running Out Of Fingers,2019-12-06,Rocket Lab,Commercial,LEO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1A,-39.262833,177.864469,10,10,10,6,6,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/electron_image_20190705175640.jpeg,,Dedicated Rideshare
Falcon 9 Block 5 | SpX CRS-19,2019-12-05,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,789,102,87,11,7,14,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,OCISLY,Resupply
Long March 4C | Gaofen-12,2019-11-27,China Aerospace Science and Technology Corporation,Government,,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,79,41,267,7,5,23,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_4c_image_20230801172338.jpeg,,Earth Science
PSLV-XL | Cartosat-3 & others,2019-11-27,Indian Space Research Organization,Government,SSO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre Second Launch Pad,13.7199,80.2304,74,20,70,5,3,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Earth Science
Ariane 5 ECA | TIBA-1 & Inmarsat-5 F5 (Global Xpress-5),2019-11-26,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,296,107,281,8,4,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
